Project ID,Start Term,X Stu First Gen No Bach ,X Stu First Gen No College ,Pell Grant?,Midterm GPA,Athlete (December),X Stu Cum Gpa (December),X Stu Housing Fall,Retained to Fall 2?,Retained to Fall 3,Fall Campus Job?,# of campus orgs (December),# Midterm D or F,% of Midterm Grades are D or F,# Non-Lab STEM Courses,# STEM Courses Earned Credit,% of STEM Courses earning credit,# Classes Passed,% of Classes Passed
829,2018FA,Yes,No,Yes,3.5,No,3.5,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
830,2018FA,No,No,No,2.75,Yes,3.25,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
831,2018FA,Yes,No,No,3.25,Yes,2.9,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
832,2018FA,Yes,Yes,No,1.5,Yes,2.567,RESIDENT,Yes,Yes,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
833,2018FA,Yes,No,No,2.75,No,2.75,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
834,2018FA,No,No,No,3.5,No,3.5,RESIDENT,No,No,No,2,0,0.00%,2,2,100.00%,5,100.00%
835,2018FA,No,No,No,3.25,Yes,3.925,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
836,2018FA,Yes,Yes,Yes,2.5,No,3,RESIDENT,No,No,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
837,2018FA,No,No,No,4,Yes,3.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
838,2018FA,No,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,No,4,0,0.00%,0,0,Not Applicable,5,100.00%
839,2018FA,No,No,No,3.25,No,3.25,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
840,2018FA,Yes,No,Yes,2.25,Yes,2,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
841,2018FA,No,No,No,3.75,No,3.525,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
842,2018FA,No,No,Yes,3.5,No,3.675,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,5,100.00%
843,2018FA,No,No,Yes,3.5,No,3.575,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
844,2018FA,No,No,No,2.75,No,2.325,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
845,2018FA,No,No,No,2.5,No,2.75,RESIDENT,Yes,Yes,No,6,1,25.00%,0,0,Not Applicable,4,100.00%
846,2018FA,No,No,No,3,Yes,3,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
847,2018FA,No,No,No,3.75,Yes,3.675,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
848,2018FA,No,No,No,3.7647,No,3.694,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,5,100.00%
849,2018FA,Yes,No,Yes,3.25,No,3.425,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
850,2018FA,Yes,No,No,1.5,Yes,2.567,COMMUTER,Yes,Yes,No,2,2,50.00%,0,0,Not Applicable,3,75.00%
851,2018FA,No,No,Yes,4,No,4,RESIDENT,Yes,Yes,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
852,2018FA,No,No,No,3.7647,No,3.929,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,5,100.00%
853,2018FA,Yes,No,Yes,3.75,No,3.925,COMMUTER,Yes,Yes,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
854,2018FA,No,No,No,2.75,No,3.175,RESIDENT,Yes,Yes,No,3,1,25.00%,2,2,100.00%,4,100.00%
855,2018FA,No,No,No,2,No,1.575,COMMUTER,No,No,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
856,2018FA,No,No,No,3.25,No,3.15,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
857,2018FA,No,No,No,3.5,Yes,3.325,RESIDENT,Yes,No,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
858,2018FA,Yes,Yes,Yes,1.75,Yes,1.35,RESIDENT,Yes,Yes,No,3,2,50.00%,0,0,Not Applicable,3,75.00%
859,2018FA,No,No,No,3.5,No,3.85,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
860,2018FA,Yes,No,Yes,0.1667,No,0,RESIDENT,No,No,No,4,4,57.10%,3,0,0.00%,0,0.00%
861,2018FA,No,No,No,3.25,No,3.675,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
862,2018FA,No,No,Yes,2,Yes,2.333,RESIDENT,No,No,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
863,2018FA,No,No,Yes,1.75,No,2.25,RESIDENT,Yes,Yes,No,1,1,20.00%,2,2,100.00%,5,100.00%
864,2018FA,Yes,Yes,No,2,Yes,2.25,COMMUTER,Yes,Yes,No,2,1,20.00%,1,1,100.00%,4,100.00%
865,2018FA,No,No,No,3.75,Yes,3.675,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
866,2018FA,No,No,No,1.5,No,1.6,RESIDENT,Yes,Yes,No,0,1,20.00%,2,1,50.00%,3,75.00%
867,2018FA,No,No,No,3,No,3.7,RESIDENT,Yes,Yes,Yes,0,0,0.00%,3,1,33.30%,3,60.00%
868,2018FA,No,No,No,3.5,No,3.925,RESIDENT,Yes,Yes,No,4,0,0.00%,0,0,Not Applicable,5,100.00%
869,2018FA,No,No,Yes,2.25,No,0.85,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,3,75.00%
870,2018FA,No,No,No,2.5,No,2.7,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
871,2018FA,Yes,No,Yes,2.75,No,2.988,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,5,100.00%
872,2018FA,No,No,No,1.5,Yes,1.867,RESIDENT,Yes,No,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
873,2018FA,No,No,No,3.5,Yes,3.325,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
874,2018FA,No,No,Yes,2.5,Yes,2.925,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
875,2018FA,Yes,No,No,1.75,No,1.275,RESIDENT,Yes,No,Yes,2,1,25.00%,1,1,100.00%,3,75.00%
876,2018FA,Yes,Yes,Yes,1.75,Yes,2,RESIDENT,No,No,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
877,2018FA,No,No,No,0.5,Yes,1.333,RESIDENT,No,No,No,1,4,100.00%,2,1,50.00%,3,75.00%
878,2018FA,No,No,No,2.5,No,3,RESIDENT,No,No,No,1,0,0.00%,2,2,100.00%,4,100.00%
879,2018FA,No,No,No,3.5,No,3.85,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,5,100.00%
880,2018FA,No,No,No,2.75,No,3.15,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
881,2018FA,No,No,No,3.75,No,3.85,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
882,2018FA,Yes,Yes,Yes,3.25,No,3.25,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,4,100.00%
883,2018FA,No,No,No,2,Yes,2.433,RESIDENT,No,No,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
884,2018FA,No,No,No,1.75,Yes,2,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
885,2018FA,No,No,Yes,2.5,No,2.75,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
886,2018FA,Yes,No,No,3.5,No,2.9,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
887,2018FA,Yes,No,No,3,No,3.35,COMMUTER,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
888,2018FA,No,No,No,1.75,No,1.825,RESIDENT,No,Yes,No,0,2,50.00%,2,2,100.00%,4,100.00%
889,2018FA,No,No,No,2.75,No,2.35,RESIDENT,Yes,No,No,0,0,0.00%,2,2,100.00%,4,100.00%
890,2018FA,Yes,Yes,Yes,2.8,No,2.56,RESIDENT,No,No,No,1,0,0.00%,3,3,100.00%,5,100.00%
891,2018FA,No,No,Yes,1,No,0.9,COMMUTER,No,No,No,0,2,50.00%,1,0,0.00%,3,75.00%
892,2018FA,No,No,No,3.2,Yes,3.66,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
893,2018FA,Yes,No,No,2.5,No,2.425,RESIDENT,Yes,No,No,1,1,20.00%,3,3,100.00%,5,100.00%
894,2018FA,No,No,No,2.5,No,2.325,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
895,2018FA,No,No,No,3.6667,No,3.8,RESIDENT,No,No,No,1,0,0.00%,3,3,100.00%,4,100.00%
896,2018FA,No,No,No,0.6667,Yes,2.65,RESIDENT,Yes,No,No,1,3,100.00%,0,0,Not Applicable,2,66.70%
897,2018FA,No,No,No,3.0588,No,3.575,RESIDENT,Yes,Yes,No,3,1,20.00%,0,0,Not Applicable,5,100.00%
898,2018FA,Yes,No,Yes,0.5,Yes,1,COMMUTER,No,No,Yes,2,3,60.00%,1,0,0.00%,2,50.00%
899,2018FA,Yes,Yes,Yes,2.5,Yes,2.6,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
900,2018FA,No,No,No,2.0588,Yes,1.576,RESIDENT,Yes,Yes,No,1,2,40.00%,0,0,Not Applicable,5,100.00%
901,2018FA,Yes,No,No,3.5,No,3,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
902,2018FA,No,No,No,1.8824,No,1.647,RESIDENT,Yes,Yes,Yes,3,1,16.70%,3,2,66.70%,5,83.30%
903,2018FA,No,No,No,1,No,1.333,RESIDENT,Yes,Yes,No,1,3,75.00%,0,0,Not Applicable,2,50.00%
904,2018FA,No,No,No,3.5,No,1.6,RESIDENT,No,No,No,4,0,0.00%,0,0,Not Applicable,3,75.00%
905,2018FA,Unknown,Unknown,No,2.75,Yes,2.925,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,4,100.00%
906,2018FA,No,No,Yes,2.8235,No,3.529,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,5,100.00%
907,2018FA,Yes,Yes,No,2.75,No,2.35,COMMUTER,Yes,Yes,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
908,2018FA,No,No,No,3,No,3.075,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
909,2018FA,Yes,No,Yes,2.5,No,3,RESIDENT,Yes,Yes,Yes,0,1,25.00%,0,0,Not Applicable,3,75.00%
910,2018FA,Yes,No,Yes,3.5,No,3.85,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,5,100.00%
911,2018FA,Yes,No,No,3,No,3,RESIDENT,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
912,2018FA,No,No,No,3.5,Yes,3.775,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
913,2018FA,No,No,No,1,Yes,2,RESIDENT,Yes,No,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
914,2018FA,Yes,Yes,Yes,2.5,Yes,2.2,COMMUTER,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
915,2018FA,Yes,No,Yes,3.6667,Yes,3.233,RESIDENT,Yes,Yes,Yes,1,0,0.00%,2,1,50.00%,3,75.00%
916,2018FA,No,No,No,3.75,No,3.5,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
917,2018FA,No,No,No,1.75,Yes,1.925,RESIDENT,Yes,Yes,No,2,1,20.00%,2,2,100.00%,4,100.00%
918,2018FA,Yes,Yes,No,,No,,RESIDENT,No,No,Yes,4,0,0.00%,0,0,Not Applicable,0,0.00%
919,2018FA,No,No,No,2,Yes,1.675,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
920,2018FA,Yes,No,No,3,Yes,3.675,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
921,2018FA,No,No,No,2,Yes,1.467,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,3,75.00%
922,2018FA,No,No,No,2.1176,No,2.047,RESIDENT,Yes,No,Yes,1,1,20.00%,0,0,Not Applicable,4,80.00%
923,2018FA,No,No,No,2,No,1.667,RESIDENT,No,No,No,0,1,25.00%,0,0,Not Applicable,3,75.00%
924,2018FA,No,No,No,2.75,Yes,2.4,RESIDENT,Yes,Yes,No,5,0,0.00%,2,2,100.00%,5,100.00%
925,2018FA,No,No,No,2.75,No,2.525,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
926,2018FA,Yes,No,Yes,2.5,No,3.1,RESIDENT,Yes,Yes,No,4,1,25.00%,0,0,Not Applicable,4,100.00%
927,2018FA,No,No,No,3.75,No,3.075,COMMUTER,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
928,2018FA,No,No,Yes,1.25,No,0.85,RESIDENT,Yes,Yes,No,1,3,60.00%,2,1,50.00%,3,75.00%
929,2018FA,No,No,No,2.75,Yes,2.85,COMMUTER,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
930,2018FA,Yes,Yes,No,2.25,No,3.433,RESIDENT,Yes,Yes,No,3,1,25.00%,0,0,Not Applicable,3,75.00%
931,2018FA,Yes,Yes,Yes,2.75,No,3.35,RESIDENT,Yes,Yes,No,7,0,0.00%,2,2,100.00%,4,100.00%
932,2018FA,Yes,Yes,Yes,1.75,No,1.667,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,3,75.00%
933,2018FA,No,No,No,1.75,No,1.675,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
934,2018FA,No,No,No,3.5,No,3.6,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
935,2018FA,No,No,No,1.5,Yes,1.175,RESIDENT,No,No,Yes,3,2,50.00%,0,0,Not Applicable,3,75.00%
936,2018FA,No,No,No,3.25,No,3.5,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
937,2018FA,No,No,No,2.8235,No,2.988,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,5,100.00%
938,2018FA,Yes,Yes,Yes,0.75,No,0.8,RESIDENT,No,No,No,0,3,75.00%,0,0,Not Applicable,2,50.00%
939,2018FA,No,No,No,3.5,Yes,3.5,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
940,2018FA,No,No,No,2.75,Yes,1.75,RESIDENT,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
941,2018FA,Yes,No,No,3,No,3.367,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,3,60.00%
942,2018FA,No,No,No,2.5,No,2.425,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
943,2018FA,No,No,No,2.5,No,2.675,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
944,2018FA,No,No,No,1.75,No,1.333,RESIDENT,No,No,No,0,1,20.00%,2,0,0.00%,3,60.00%
945,2018FA,No,No,No,2.25,No,1.9,RESIDENT,Yes,Yes,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
946,2018FA,No,No,Yes,3.25,Yes,3.35,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
947,2018FA,No,No,No,2.5,Yes,1.825,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
948,2018FA,No,No,No,3.25,Yes,2.175,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,4,100.00%
949,2018FA,Yes,No,No,0,No,,RESIDENT,No,No,No,0,2,50.00%,0,0,Not Applicable,0,0.00%
950,2018FA,Yes,Yes,No,1.5,No,1.35,RESIDENT,Yes,Yes,No,2,2,40.00%,1,1,100.00%,3,75.00%
951,2018FA,No,No,Yes,3,No,3.175,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
952,2018FA,Yes,No,No,2,No,2.675,COMMUTER,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
953,2018FA,No,No,No,2.5,No,3,RESIDENT,Yes,Yes,No,1,1,25.00%,1,1,100.00%,3,75.00%
954,2018FA,No,No,No,1.25,No,1.175,RESIDENT,Yes,Yes,No,2,2,50.00%,0,0,Not Applicable,4,100.00%
955,2018FA,No,No,No,2.75,No,2.75,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
956,2018FA,No,No,No,3.25,Yes,3,RESIDENT,Yes,Yes,No,1,0,0.00%,3,3,100.00%,5,100.00%
957,2018FA,No,No,No,3.5,No,3.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
958,2018FA,No,No,No,1.5,Yes,2.633,RESIDENT,Yes,Yes,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
959,2018FA,No,No,No,3.5,No,3.075,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
960,2018FA,No,No,No,3,No,2.775,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
961,2018FA,Yes,No,Yes,2.75,No,2.525,RESIDENT,No,No,No,3,0,0.00%,2,2,100.00%,4,100.00%
962,2018FA,No,No,No,2.75,No,3.038,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,5,100.00%
963,2018FA,No,No,Yes,3,No,3.175,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
964,2018FA,Yes,No,Yes,1,No,0.9,RESIDENT,No,No,No,2,2,50.00%,0,0,Not Applicable,2,50.00%
965,2018FA,No,No,No,2.5,Yes,2.675,RESIDENT,No,No,No,2,0,0.00%,1,1,100.00%,4,100.00%
966,2018FA,No,No,No,2.5,No,2.175,RESIDENT,Yes,Yes,No,3,0,0.00%,2,2,100.00%,4,100.00%
967,2018FA,No,No,Yes,2,Yes,0.75,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,2,50.00%
968,2018FA,Yes,Yes,No,2.5,Yes,2,RESIDENT,No,No,Yes,1,1,25.00%,0,0,Not Applicable,3,75.00%
969,2018FA,No,No,No,0.3333,No,,RESIDENT,No,No,No,0,3,75.00%,0,0,Not Applicable,0,0.00%
970,2018FA,No,No,No,4,No,3.8,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,3,75.00%
971,2018FA,No,No,Yes,2,No,1.475,RESIDENT,No,No,No,0,2,33.30%,1,1,100.00%,4,80.00%
972,2018FA,No,No,No,3.5,No,3.825,RESIDENT,No,No,Yes,0,0,0.00%,1,1,100.00%,4,100.00%
973,2018FA,No,No,No,2.5,Yes,3.333,RESIDENT,Yes,Yes,No,2,1,25.00%,2,1,50.00%,3,75.00%
974,2018FA,No,No,No,1.25,Yes,1,RESIDENT,No,No,Yes,1,2,50.00%,0,0,Not Applicable,2,50.00%
975,2018FA,No,No,No,0.5,No,1.5,RESIDENT,Yes,Yes,No,1,4,100.00%,0,0,Not Applicable,2,50.00%
976,2018FA,Yes,Yes,Yes,3.25,No,3,COMMUTER,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
977,2018FA,No,No,No,3,No,3.075,RESIDENT,Yes,Yes,No,5,0,0.00%,0,0,Not Applicable,4,100.00%
978,2018FA,No,No,No,2.75,Yes,3.175,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
979,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
980,2018FA,No,No,No,2.25,No,2.075,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
981,2018FA,Yes,No,Yes,3,No,2.825,RESIDENT,No,No,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
982,2018FA,Yes,Yes,Yes,3,No,3.175,RESIDENT,Yes,Yes,Yes,3,0,0.00%,1,1,100.00%,4,100.00%
983,2018FA,No,No,No,2.5,No,2.825,RESIDENT,Yes,Yes,No,4,1,20.00%,0,0,Not Applicable,5,100.00%
984,2018FA,Yes,Yes,No,2.75,No,2.4,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
985,2018FA,Yes,No,Yes,1.25,No,1,RESIDENT,No,No,No,0,2,50.00%,1,0,0.00%,2,50.00%
986,2018FA,Yes,No,No,1.75,No,1.675,RESIDENT,No,No,No,1,2,50.00%,0,0,Not Applicable,4,100.00%
987,2018FA,No,No,Yes,3,No,2.1,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
988,2018FA,Yes,No,No,3.75,No,3.5,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
989,2018FA,Yes,No,Yes,2.25,No,2.425,RESIDENT,Yes,Yes,No,1,1,25.00%,2,2,100.00%,4,100.00%
990,2018FA,No,No,No,3,No,3.25,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
991,2018FA,No,No,No,3.7647,No,3.859,RESIDENT,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,5,100.00%
992,2018FA,No,No,No,1.5,Yes,1.825,RESIDENT,Yes,Yes,No,1,2,40.00%,1,1,100.00%,4,100.00%
993,2018FA,No,No,No,3.5,Yes,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
994,2018FA,No,No,No,2.5,No,2.35,RESIDENT,Yes,Yes,No,2,1,20.00%,0,0,Not Applicable,4,100.00%
995,2018FA,No,No,Yes,2.9412,No,2.406,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,5,100.00%
996,2018FA,No,No,No,3,Yes,3.275,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
997,2018FA,Yes,Yes,No,1.75,No,1.9,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,3,75.00%
998,2018FA,No,No,No,3.5,No,3.925,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
999,2018FA,No,No,No,3.5,No,3.6,RESIDENT,Yes,Yes,No,7,0,0.00%,2,2,100.00%,5,100.00%
1000,2018FA,No,No,Yes,3.25,Yes,2.75,RESIDENT,Yes,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1001,2018FA,No,No,No,2.75,Yes,3.35,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1002,2018FA,No,No,Yes,1.75,No,1.75,RESIDENT,Yes,No,No,0,1,20.00%,2,2,100.00%,4,100.00%
1003,2018FA,No,No,No,2.25,No,2.7,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1004,2018FA,No,No,Yes,2.75,Yes,2.25,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,4,100.00%
1005,2018FA,Yes,No,Yes,3.25,No,2.9,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
1006,2018FA,Yes,No,No,2.25,No,2.675,RESIDENT,Yes,Yes,No,1,1,25.00%,1,1,100.00%,4,100.00%
1007,2018FA,No,No,Yes,2.25,No,2.525,COMMUTER,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1008,2018FA,No,No,No,3.25,No,3.1,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1009,2018FA,No,No,No,1.75,No,2.175,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1010,2018FA,No,No,Yes,3.75,No,3.75,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1011,2018FA,No,No,Yes,3,No,3.175,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1012,2018FA,No,No,No,3.5,Yes,3.5,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1013,2018FA,Yes,Yes,Yes,3.5,No,3.75,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
1014,2018FA,No,No,Yes,3.0588,No,3.694,RESIDENT,Yes,Yes,No,8,0,0.00%,1,1,100.00%,5,100.00%
1015,2018FA,No,No,No,3,No,2.75,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
1016,2018FA,No,No,No,2.25,No,2.575,RESIDENT,Yes,Yes,No,1,1,20.00%,1,1,100.00%,4,100.00%
1017,2018FA,No,No,No,3.5,Yes,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1018,2018FA,Yes,Yes,Yes,0.75,No,1,COMMUTER,Yes,Yes,Yes,1,4,100.00%,0,0,Not Applicable,3,75.00%
1019,2018FA,Yes,No,Yes,3.25,No,2.975,RESIDENT,Yes,No,No,0,0,0.00%,2,2,100.00%,4,100.00%
1020,2018FA,No,No,No,2.5,No,1.9,RESIDENT,Yes,Yes,No,0,1,20.00%,1,1,100.00%,4,80.00%
1021,2018FA,Yes,No,No,2.25,No,1.75,RESIDENT,Yes,Yes,No,1,1,25.00%,2,1,50.00%,3,75.00%
1022,2018FA,Yes,No,Yes,1.25,No,2,COMMUTER,No,No,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
1023,2018FA,Yes,No,Yes,3.25,No,3.425,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
1024,2018FA,No,No,No,3.5,Yes,3.425,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1025,2018FA,No,No,Yes,2.25,Yes,1.6,RESIDENT,Yes,Yes,No,3,1,25.00%,0,0,Not Applicable,4,100.00%
1026,2018FA,Yes,No,Yes,2.7368,No,3.163,RESIDENT,Yes,Yes,No,3,1,14.30%,0,0,Not Applicable,7,100.00%
1027,2018FA,Yes,Yes,No,2.3529,No,2.682,RESIDENT,Yes,Yes,No,1,1,20.00%,1,0,0.00%,4,80.00%
1028,2018FA,No,No,No,2.75,No,2.5,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1029,2018FA,No,No,No,3.25,No,3.775,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,5,100.00%
1030,2018FA,Yes,No,Yes,3,No,2.5,COMMUTER,Yes,Yes,No,0,0,0.00%,3,3,100.00%,5,100.00%
1031,2018FA,No,No,No,3.5,Yes,3.65,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
1032,2018FA,Yes,No,Yes,2.6667,No,3.467,RESIDENT,No,No,No,1,0,0.00%,3,1,33.30%,3,60.00%
1033,2018FA,Yes,No,Yes,3.25,No,2.425,COMMUTER,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
